cbo,wmc,dit
0,2,1
3,2,1
16,34,2
12,29,2
2,4,1
3,7,4
13,14,2
1,1,1
2,1,1
0,1,1
1,1,1
4,5,2
2,1,1
2,1,1
1,1,1
0,1,1
0,1,1
1,1,1
0,2,1
1,3,1
1,3,1
1,1,1
3,10,2
4,2,3
7,9,3
6,7,1
2,17,1
12,5,2
3,5,1
9,23,3
0,1,1
0,2,1
0,1,1
4,2,1
4,2,1
9,6,2
4,1,1
2,1,1
1,1,1
3,5,2
1,1,1
0,1,1
2,2,1
1,1,1
15,4,1
0,1,1
3,1,1
5,2,1
3,1,1
12,5,3
0,1,1
0,1,1
0,1,1
2,1,1
3,1,1
0,1,1
2,2,1
2,1,1
2,4,1
2,1,1
2,1,1
15,19,4
9,7,1
0,1,1
2,1,1
2,1,1
3,1,1
9,14,2
1,1,1
3,3,3
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
17,27,2
12,34,4
4,2,3
4,18,3
3,1,1
8,9,2
14,23,4
0,4,1
2,1,1
4,2,1
6,2,2
9,28,1
0,1,1
1,1,1
1,1,1
12,59,2
2,1,1
6,2,2
3,1,1
0,0,1
3,2,1
1,2,1
4,1,1
5,2,1
1,1,1
0,2,1
10,28,3
7,3,3
7,36,3
0,1,1
0,1,1
5,32,1
0,1,1
5,2,3
0,1,1
4,1,1
13,14,5
0,2,1
4,3,1
3,1,3
0,4,1
13,43,2
1,1,1
3,1,1
0,2,1
2,4,2
0,2,1
6,8,2
2,2,1
5,7,1
6,8,2
0,1,1
1,1,1
2,2,1
0,1,1
4,1,1
0,1,1
0,2,1
2,2,1
2,1,1
0,1,1
1,1,1
2,1,1
3,1,1
10,4,4
4,2,3
9,15,2
0,1,1
2,1,1
0,1,1
0,1,1
4,1,1
0,1,1
2,2,1
0,1,1
0,1,1
3,1,1
10,3,5
0,1,1
0,3,1
0,1,1
0,1,1
0,1,1
5,4,2
3,18,1
2,2,1
3,4,1
0,1,1
9,2,5
2,2,1
0,2,1
2,1,1
0,1,1
3,1,1
2,1,1
8,43,3
3,1,1
5,11,3
2,5,1
3,5,1
0,1,1
0,1,1
0,1,1
0,2,1
0,2,1
0,1,1
0,1,1
0,1,1
5,2,3
3,1,1
0,2,1
3,1,3
0,1,1
5,36,2
15,4,1
6,14,3
3,1,1
0,1,1
3,1,1
2,1,1
8,2,3
4,2,2
1,1,1
2,5,1
1,5,1
0,1,1
0,1,1
1,2,1
0,1,1
0,1,1
0,1,1
1,4,1
3,1,2
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,2,1
1,4,1
0,1,1
1,2,1
1,5,1
0,1,1
12,14,2
0,1,1
0,1,1
0,1,1
3,3,1
5,1,1
0,2,1
2,2,2
7,19,2
3,1,1
5,1,1
0,1,1
10,12,2
6,2,2
7,2,3
7,6,2
3,3,1
3,3,1
3,3,1
0,2,1
1,2,1
1,3,2
15,4,1
5,4,4
5,2,2
6,15,3
6,3,2
15,4,1
5,10,2
1,1,1
1,1,1
0,1,1
8,3,7
3,1,1
1,8,1
1,1,1
1,6,1
1,1,1
23,81,2
0,1,1
0,3,1
0,1,1
0,2,1
0,1,1
0,1,1
1,1,1
2,1,1
1,1,1
0,2,1
0,1,1
0,1,1
1,1,1
0,2,1
0,2,1
1,1,1
7,2,2
1,1,1
1,1,1
1,1,1
5,11,3
1,2,1
1,1,1
6,9,3
1,1,1
2,1,1
3,1,1
3,8,1
7,11,2
5,5,1
7,2,3
9,20,1
6,2,2
4,2,1
9,3,5
3,1,1
5,3,3
4,17,3
5,6,2
2,1,1
2,1,1
2,1,1
0,1,1
0,1,1
3,1,1
3,1,1
14,55,3
3,1,1
13,37,2
2,10,2
6,11,2
2,3,1
2,2,1
2,1,1
3,1,1
0,3,1
0,1,1
0,1,1
3,1,1
0,1,1
2,1,1
8,27,2
0,1,1
0,1,1
0,2,1
0,1,1
3,1,1
1,1,1
0,1,1
0,1,1
0,2,1
0,1,1
3,5,1
4,6,2
15,27,4
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
3,2,1
6,6,1
1,1,1
1,1,1
0,1,1
0,2,1
9,8,2
2,1,1
1,1,1
5,22,2
0,1,1
0,2,1
0,1,1
6,3,2
4,11,1
0,1,1
0,1,1
1,1,1
1,1,1
2,1,1
1,1,1
0,2,1
0,1,1
0,1,1
1,1,1
1,1,1
7,10,2
2,1,1
0,3,1
0,1,1
2,1,1
8,23,1
0,1,1
11,23,4
0,1,1
0,1,1
0,2,1
0,1,1
0,2,1
0,1,1
2,1,1
0,1,1
0,1,1
0,2,1
2,4,1
0,2,1
0,1,1
6,3,2
2,1,1
1,1,1
1,1,1
0,1,1
7,9,2
1,1,1
12,38,2
1,1,1
1,1,1
0,1,1
1,3,1
0,1,1
0,3,1
0,1,1
1,1,1
0,4,1
1,1,1
19,42,3
5,2,3
0,1,1
3,2,1
2,1,1
5,4,2
1,1,1
4,18,1
3,1,3
2,1,1
1,3,2
0,1,1
1,1,1
4,1,3
2,1,1
1,1,1
1,1,1
0,2,1
3,1,1
10,17,2
1,1,1
0,1,1
1,1,1
0,1,1
4,5,2
1,4,1
4,34,4
12,18,2
3,1,3
4,7,1
8,2,5
4,3,3
0,2,1
1,1,1
5,8,2
0,2,1
0,2,1
0,2,1
1,1,1
2,1,1
0,4,1
10,6,5
9,34,2
3,8,1
3,1,1
7,8,2
2,1,1
3,1,1
4,1,1
3,1,1
3,1,1
13,8,1
4,1,1
4,5,2
0,1,1
0,1,1
0,1,1
3,1,1
1,2,1
1,1,1
0,1,1
9,31,3
0,1,1
0,1,1
0,1,1
1,1,1
4,4,2
3,1,1
0,1,1
0,1,1
2,6,2
4,1,1
0,1,1
0,1,1
5,3,2
9,4,3
8,18,2
0,1,1
8,14,2
2,1,1
1,2,1
0,2,1
0,2,1
3,1,1
3,1,1
0,1,1
12,25,1
4,1,1
8,38,5
0,1,1
2,1,1
0,1,1
2,1,1
2,1,1
5,2,2
0,4,1
0,1,1
0,4,1
0,4,1
0,4,1
0,4,1
0,4,1
0,1,1
4,1,1
3,1,3
3,1,3
2,1,1
0,3,1
1,1,1
1,1,1
1,1,1
0,1,1
0,1,1
1,1,1
1,1,1
1,1,1
0,1,1
1,1,1
1,1,1
3,1,1
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,4,1
3,5,1
0,1,1
0,2,1
1,3,1
0,4,1
0,2,1
2,4,2
1,3,1
0,4,1
1,3,1
0,4,1
1,3,1
0,4,1
7,17,2
1,1,1
0,3,1
0,4,1
0,2,1
0,2,1
1,1,1
1,1,1
7,2,2
1,1,1
0,1,1
2,1,1
1,1,1
1,1,1
3,1,3
1,2,1
3,1,1
2,1,1
7,6,2
8,18,2
0,1,1
1,1,1
4,1,1
2,1,1
0,1,1
1,1,1
3,1,1
7,2,4
0,1,1
1,4,1
2,1,1
0,1,1
0,1,1
0,1,1
2,1,1
2,1,1
0,1,1
2,1,1
1,1,1
4,1,1
2,5,1
0,1,1
3,38,2
0,1,1
2,1,1
2,3,2
2,1,1
7,2,2
6,6,2
0,1,1
3,2,3
0,1,1
9,12,2
0,1,1
13,45,2
0,1,1
0,1,1
0,2,1
0,1,1
0,2,1
3,1,1
1,1,1
5,1,1
1,1,1
0,1,1
1,3,1
0,1,1
1,4,1
0,2,1
34,105,2
14,19,2
0,1,1
0,1,1
1,1,1
6,1,1
0,1,1
0,1,1
0,1,1
1,1,1
9,2,4
1,1,1
1,1,1
1,1,1
0,1,1
1,1,1
1,1,1
8,3,3
0,1,1
1,1,1
0,2,1
0,2,1
0,2,1
1,1,1
0,2,1
1,1,1
3,1,1
1,1,1
2,1,1
2,1,1
1,1,1
2,1,1
1,1,1
3,2,1
0,2,1
0,1,1
0,1,1
9,2,3
0,2,1
0,2,1
4,1,1
6,2,2
1,1,1
2,1,1
0,1,1
3,5,2
2,1,1
2,1,1
1,1,1
2,1,1
7,2,3
0,1,1
5,2,1
4,6,2
10,12,1
2,1,1
4,1,1
0,1,1
11,6,1
9,2,2
1,1,1
2,1,1
0,1,1
0,1,1
4,1,1
0,1,1
3,1,2
1,1,1
0,1,1
0,3,1
0,1,1
0,1,1
10,3,6
0,3,1
0,1,1
0,3,1
1,2,1
14,4,1
1,1,1
2,2,1
0,1,1
5,2,1
0,1,1
0,1,1
0,2,1
8,6,2
0,1,1
3,1,1
0,4,1
3,1,1
0,1,1
3,1,1
10,36,3
0,2,1
3,1,1
0,1,1
0,1,1
0,1,1
3,1,1
9,35,2
0,1,1
1,2,1
0,1,1
0,4,1
2,2,2
2,1,1
16,33,2
4,6,2
1,3,1
7,2,2
2,1,1
0,1,1
1,1,1
1,1,1
6,2,2
1,1,1
3,1,1
1,1,1
1,1,1
0,4,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
2,1,1
2,0,1
0,1,1
0,1,1
4,7,2
0,1,1
5,6,3
0,1,1
0,1,1
0,1,1
0,1,1
0,4,1
1,1,1
0,1,1
0,1,1
0,1,1
1,1,1
3,1,1
3,1,1
2,7,1
1,1,1
14,27,2
9,27,2
8,22,2
8,5,3
3,1,1
0,1,1
1,1,1
7,2,4
1,5,1
1,5,1
7,5,1
1,5,1
0,1,1
1,5,1
0,2,1
3,1,1
1,5,1
0,1,1
1,5,1
0,1,1
0,1,1
7,2,3
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
3,1,1
0,2,1
10,5,2
4,2,2
4,1,2
0,1,1
5,1,1
0,1,1
0,1,1
1,3,1
12,25,2
7,2,3
0,1,1
3,1,1
0,1,1
0,1,1
3,2,2
0,1,1
35,97,3
0,1,1
2,1,1
0,1,1
0,1,1
4,1,1
2,1,1
2,1,1
12,6,7
1,1,1
4,1,1
1,1,1
1,1,1
11,11,2
1,2,1
4,1,1
1,2,1
1,2,1
8,2,4
1,1,1
1,1,1
2,1,1
1,1,1
0,3,1
0,1,1
0,2,1
0,1,1
4,10,1
5,13,2
1,2,1
0,1,1
0,2,1
0,1,1
10,6,5
1,2,1
1,2,1
10,21,3
1,1,1
0,2,1
1,3,1
0,2,1
0,1,1
5,1,1
0,2,1
3,1,1
2,1,1
0,1,1
2,4,1
14,21,2
2,2,1
2,4,1
2,2,1
1,1,1
1,1,1
7,2,2
3,4,2
3,6,2
4,1,3
8,2,3
10,19,2
8,5,2
12,28,4
1,2,1
0,1,1
1,2,1
0,2,1
1,2,1
1,2,1
0,3,1
2,1,1
2,1,1
4,5,2
0,1,1
2,1,1
0,1,1
1,1,1
0,1,1
2,2,1
2,1,1
0,1,1
2,2,1
1,1,1
1,1,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
8,31,1
1,1,1
0,1,1
1,1,1
1,1,1
1,1,1
0,1,1
1,2,1
2,2,1
1,1,1
0,1,1
2,2,1
0,1,1
3,1,1
2,1,1
0,1,1
1,1,1
3,1,3
19,68,2
1,1,1
1,2,1
1,2,1
2,2,1
1,1,1
1,2,1
1,1,1
2,1,1
2,2,1
3,2,1
1,6,3
1,4,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
1,1,1
1,1,1
2,2,1
2,1,1
1,3,1
1,1,1
3,1,1
2,2,1
5,2,2
1,2,1
1,2,1
4,10,2
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
1,1,1
15,32,4
0,1,1
2,2,1
0,1,1
2,2,1
1,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
10,22,2
3,9,1
0,1,1
0,1,1
0,1,1
0,1,1
3,1,1
0,3,1
3,1,1
12,11,1
3,5,2
1,1,1
1,1,1
2,1,1
0,1,1
0,1,1
3,1,1
0,1,1
0,1,1
1,2,1
5,1,3
0,1,1
0,1,1
0,1,1
1,1,1
1,4,1
3,3,2
1,1,1
0,1,1
0,1,1
4,1,2
0,1,1
1,1,1
0,1,1
0,1,1
11,2,4
0,2,1
1,1,1
0,1,1
0,1,1
8,2,1
0,4,1
0,4,1
2,1,1
0,1,1
8,12,2
7,6,2
0,1,1
0,1,1
4,5,1
12,3,5
6,10,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
4,1,1
0,1,1
0,1,1
0,1,1
0,1,1
4,1,1
0,1,1
0,1,1
0,1,1
0,1,1
7,15,1
0,1,1
0,1,1
4,1,1
3,1,1
3,1,1
3,1,1
3,1,1
3,1,1
1,5,1
1,1,1
1,1,1
3,2,1
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
0,1,1
6,3,2
7,2,3
0,1,1
1,1,1
8,20,2
2,1,1
0,1,1
0,1,1
1,1,1
3,1,1
0,1,1
0,1,1
3,1,1
0,1,1
0,1,1
3,1,1
2,1,1
0,1,1
5,10,3
0,1,1
1,1,1
2,1,1
1,1,1
15,16,2
5,1,1
0,1,1
1,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
6,13,1
5,9,2
1,1,1
0,1,1
1,1,1
7,7,2
0,1,1
11,9,2
3,1,1
1,1,1
0,1,1
1,1,1
0,1,1
1,1,1
2,1,1
0,1,1
2,1,1
0,1,1
0,1,1
1,2,1
0,1,1
1,5,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,6,1
2,3,1
1,2,1
0,1,1
2,3,1
0,1,1
1,1,1
1,2,1
0,1,1
9,35,2
0,1,1
0,1,1
0,1,1
4,2,1
3,1,1
13,47,4
1,1,1
6,5,2
8,3,6
1,1,1
0,1,1
11,1,1
0,1,1
10,1,1
9,1,1
8,1,1
0,2,1
7,1,1
6,1,1
0,1,1
5,1,1
0,1,1
0,1,1
4,6,2
7,9,2
3,2,3
6,2,2
5,13,1
3,1,1
0,5,1
11,10,2
2,2,1
6,3,3
11,5,1
2,3,2
2,1,1
0,1,1
4,5,2
0,1,1
9,3,6
5,7,2
4,10,2
0,1,1
2,1,1
0,1,1
7,5,2
4,8,1
6,2,3
2,3,1
0,1,1
1,1,1
2,3,1
1,1,1
2,1,1
1,2,1
1,3,1
1,1,1
4,1,1
2,1,1
2,1,1
0,2,1
0,1,1
0,1,1
0,1,1
1,3,1
11,34,2
0,1,1
1,1,1
2,1,1
0,1,1
1,1,1
1,1,1
9,3,3
3,1,1
0,1,1
5,14,2
2,1,1
0,2,1
2,1,1
4,2,2
0,3,1
9,6,5
2,1,1
11,3,5
0,1,1
2,3,2
1,2,1
2,1,1
10,15,2
3,1,1
3,1,1
0,1,1
1,2,1
2,1,1
2,2,1
1,2,1
2,2,1
7,2,5
2,2,1
2,2,1
0,2,1
0,1,1
2,1,1
1,1,1
1,1,1
1,1,1
2,1,1
0,2,1
1,1,1
2,1,1
0,2,1
1,1,1
0,2,1
0,1,1
2,1,2
0,1,1
1,1,1
0,1,1
0,1,1
10,20,2
3,79,1
0,1,1
1,2,1
4,1,3
1,1,1
8,2,3
14,42,2
6,11,2
1,1,1
1,1,1
0,1,1
3,1,1
5,1,2
9,27,2
1,5,1
2,5,1
1,1,1
0,1,1
6,5,2
1,4,1
8,10,1
2,5,1
2,5,1
2,5,1
0,1,1
10,5,2
10,3,2
7,7,1
10,48,3
3,2,3
35,234,2
2,2,3
11,36,2
4,6,2
2,1,1
5,2,3
4,8,2
6,11,2
4,2,2
1,1,1
2,1,1
3,1,1
2,1,1
8,9,2
6,5,2
1,1,1
1,1,1
0,1,1
2,1,1
2,1,1
0,1,1
9,29,1
2,1,1
1,2,1
1,1,1
1,1,1
3,1,1
2,1,1
1,1,1
2,1,1
3,2,3
0,4,1
3,1,1
2,14,3
6,9,2
1,4,1
9,11,2
2,1,1
0,1,1
0,1,1
2,3,3
0,1,1
0,1,1
0,1,1
4,11,2
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
1,1,1
3,1,3
1,1,1
1,1,1
2,1,1
1,1,1
2,1,1
4,0,1
2,3,2
1,1,1
33,112,3
1,1,1
1,1,1
1,2,1
25,112,3
3,1,1
3,6,2
5,4,2
2,1,1
2,1,1
1,1,1
0,1,1
3,1,1
0,4,1
0,2,1
2,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
1,1,1
6,2,2
1,1,1
0,1,1
1,1,1
2,1,1
1,1,1
1,1,1
1,1,1
3,2,2
1,1,1
2,1,1
3,1,2
1,1,1
6,4,2
8,2,4
1,1,1
1,2,1
1,3,4
1,1,1
0,1,1
2,1,1
5,5,1
2,1,1
1,1,1
1,1,1
2,1,1
3,5,2
2,1,1
2,1,1
2,1,1
1,1,1
1,1,1
2,1,1
1,1,1
3,1,1
4,9,1
1,1,1
1,1,1
1,1,1
3,3,1
0,1,1
9,14,2
13,12,1
1,2,1
1,1,1
2,1,1
1,1,1
3,1,1
0,1,1
2,1,1
0,2,1
10,2,3
5,7,2
1,3,1
1,1,1
2,1,1
1,1,1
0,1,1
0,1,1
9,2,5
2,1,1
0,1,1
1,1,1
3,1,1
3,1,1
2,1,1
0,1,1
1,1,1
0,1,1
0,2,1
0,1,1
2,1,2
2,1,1
0,1,1
2,1,1
0,1,1
0,1,1
1,1,1
0,2,1
1,1,1
0,2,1
1,1,1
0,2,1
1,1,1
2,1,1
1,1,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,2,1
14,3,1
0,1,1
0,2,1
1,4,1
1,1,1
1,4,1
0,2,1
0,1,1
4,4,1
2,5,1
0,1,1
1,1,1
2,4,1
1,1,1
1,1,1
0,1,1
18,36,5
0,1,1
7,10,3
0,1,1
0,1,1
2,1,1
7,9,2
1,1,1
4,3,3
6,7,2
0,1,1
1,1,1
2,1,1
1,1,1
1,1,1
1,1,1
2,1,1
2,6,2
0,4,1
6,16,1
7,18,1
6,8,2
1,2,1
1,1,1
2,1,1
3,1,1
2,1,1
0,5,1
2,2,1
2,1,1
2,1,1
0,1,1
8,10,2
1,1,1
1,1,1
4,14,1
2,2,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
14,2,6
4,1,3
8,11,3
11,52,2
0,1,1
1,3,2
2,1,1
7,34,1
5,2,2
3,4,1
1,1,1
1,1,1
0,1,1
1,1,1
0,1,1
1,4,1
1,7,2
0,1,1
1,4,1
1,1,1
1,4,1
2,1,1
14,40,3
1,1,1
1,4,1
10,24,2
1,1,1
3,1,1
0,1,1
2,1,1
0,1,1
14,31,4
1,1,1
2,1,1
2,1,1
1,1,1
6,2,2
1,1,1
1,1,1
2,2,1
1,1,1
3,1,1
0,5,1
1,1,1
3,7,2
1,1,1
9,14,2
1,1,1
1,1,1
1,1,1
0,1,1
1,1,1
0,4,1
2,1,1
1,1,1
1,1,1
9,8,3
1,1,1
5,9,1
1,1,1
0,1,1
6,2,2
7,8,2
7,23,1
6,7,5
10,9,3
0,1,1
5,9,2
1,2,1
3,7,2
0,1,1
1,2,1
1,1,1
14,57,2
2,1,1
1,1,1
1,1,1
1,1,1
2,1,1
7,6,2
2,1,1
1,1,1
0,1,1
1,1,1
1,1,1
2,1,1
0,1,1
1,1,1
1,1,1
10,2,3
1,1,1
6,2,3
1,1,1
12,48,2
0,1,1
2,5,2
0,1,1
7,2,3
1,1,1
6,3,2
1,1,1
1,1,1
1,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
2,1,1
13,2,5
2,2,1
1,1,1
1,1,1
1,1,1
3,2,3
7,4,1
3,1,1
1,1,1
3,1,1
1,1,1
3,1,1
7,2,3
2,2,1
4,2,2
6,2,3
10,18,2
11,3,2
4,1,3
4,1,1
7,17,1
5,1,1
1,3,1
19,34,2
7,3,2
9,3,2
0,1,1
1,1,1
0,1,1
1,4,1
0,2,1
0,2,1
0,2,1
5,2,2
3,1,1
3,1,1
9,3,5
2,1,1
2,1,1
3,1,1
1,3,1
2,1,1
3,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
1,1,1
9,18,3
1,1,1
9,10,2
5,2,2
8,9,2
0,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,3,1
0,1,1
0,1,1
0,1,1
0,1,1
10,2,5
0,1,1
0,1,1
0,3,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
2,4,1
0,2,1
0,3,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,2,1
0,1,1
0,1,1
1,1,1
0,3,1
9,12,1
1,1,1
0,1,1
0,1,1
0,1,1
1,2,1
1,3,1
1,2,2
1,2,1
1,3,1
4,4,1
3,4,1
9,2,2
0,1,1
0,1,1
0,2,1
0,2,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
11,49,4
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
9,14,3
0,1,1
14,49,5
2,1,1
1,1,1
1,1,1
0,1,1
8,19,2
1,1,1
1,1,1
0,1,1
3,1,1
0,0,1
0,1,3
1,0,3
7,2,3
8,2,2
5,2,2
16,8,11
0,0,1
1,1,1
1,1,1
0,3,1
4,1,1
7,2,2
2,1,1
2,1,1
1,1,1
0,1,1
2,1,1
0,1,1
0,1,1
1,1,1
0,3,1
15,15,2
0,3,1
0,1,1
0,4,1
8,3,3
10,3,3
3,1,3
2,2,1
1,2,1
0,1,1
2,2,1
0,1,1
1,1,1
1,2,1
0,1,1
1,2,1
0,1,1
0,1,1
0,3,1
15,4,1
1,2,1
0,1,1
1,3,1
1,1,1
0,1,1
11,3,4
0,3,1
0,3,1
0,5,1
5,8,3
3,7,2
0,3,1
0,3,1
2,1,1
5,14,1
3,1,1
1,1,1
0,1,1
0,1,1
1,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
14,20,2
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
3,9,1
0,1,1
0,1,1
2,1,2
7,7,2
0,1,1
1,1,1
0,1,1
1,1,1
1,1,1
30,104,2
2,1,1
1,1,1
2,2,1
2,1,1
1,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
5,11,2
2,1,1
0,2,1
0,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
2,1,1
1,2,1
12,18,2
0,1,1
3,2,1
5,5,2
8,14,1
3,1,3
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
0,1,1
6,9,1
0,1,1
8,4,2
0,1,1
0,3,1
0,1,1
0,1,1
0,1,1
1,1,1
5,13,1
0,1,1
1,1,1
0,1,1
11,2,3
2,2,2
7,15,3
1,4,1
5,15,1
16,6,1
6,10,1
6,3,3
7,8,2
10,18,2
1,2,1
1,1,1
0,1,1
3,2,2
0,1,1
1,3,1
0,1,1
0,1,1
0,0,1
5,11,1
2,4,2
2,1,1
3,4,2
3,1,1
1,1,1
1,2,1
3,1,1
1,2,1
1,1,1
1,2,1
1,1,1
2,1,1
2,4,2
0,1,1
0,1,1
3,1,1
0,2,1
0,1,1
3,1,1
0,1,1
8,2,2
1,1,1
2,2,1
1,1,1
11,26,5
2,2,1
3,1,1
2,1,1
5,4,2
1,1,1
0,1,1
12,29,5
0,2,1
2,2,1
5,2,5
0,1,1
6,10,1
4,5,2
1,1,1
1,1,1
0,1,1
5,21,3
3,5,1
0,1,1
3,1,1
3,1,1
1,1,1
2,1,1
1,1,1
1,1,1
1,1,1
5,7,2
1,1,1
1,6,1
2,1,1
8,54,1
1,1,1
2,1,1
2,1,1
1,1,1
4,2,3
0,1,1
0,1,1
0,1,1
1,3,1
7,2,6
5,15,3
3,1,1
1,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
2,1,1
0,1,1
3,1,1
10,21,5
3,1,1
8,2,5
2,4,1
3,1,1
3,1,1
8,19,2
3,7,3
2,2,1
0,1,1
0,1,1
1,1,1
3,1,1
7,30,3
3,1,1
2,1,1
2,1,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
1,1,1
2,1,1
4,52,3
2,1,1
3,1,3
2,1,1
1,1,1
1,1,1
1,2,1
1,1,1
1,2,1
2,1,1
2,1,1
6,2,2
3,1,1
0,1,1
8,5,1
1,1,2
2,1,1
10,14,2
8,12,2
2,1,1
2,1,1
0,1,1
1,3,1
0,1,1
4,1,3
0,3,1
0,1,1
0,1,1
0,1,1
0,1,1
10,3,2
0,1,1
0,2,1
5,23,2
0,1,1
2,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
3,1,1
2,2,1
1,1,1
1,1,1
2,1,1
2,1,1
16,37,2
9,23,2
5,9,1
2,1,1
17,32,2
6,16,2
9,2,4
0,1,1
2,2,1
5,4,2
0,1,1
0,1,1
1,2,1
0,2,1
0,1,1
2,1,1
7,2,4
2,1,1
9,3,3
10,11,2
0,4,1
4,2,1
0,2,1
0,1,1
0,1,1
4,25,3
1,1,1
1,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
2,2,1
1,1,1
1,1,1
0,1,1
12,3,7
0,1,1
3,5,1
3,5,1
0,1,1
5,3,3
0,1,1
0,1,1
4,1,3
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
4,2,2
14,20,2
8,17,2
1,1,1
0,1,1
52,58,1
4,1,2
1,1,1
9,27,2
2,1,1
4,5,2
11,20,4
6,21,4
6,2,4
8,2,2
5,1,1
5,1,1
3,1,1
0,1,1
0,2,1
4,10,2
0,1,1
1,1,1
1,1,1
1,1,1
3,1,1
3,1,1
0,1,1
2,2,2
224,575,1
3,19,1
14,12,2
2,4,3
7,5,1
4,1,1
12,5,6
7,8,2
3,1,1
0,0,1
0,1,1
0,1,1
0,1,1
15,29,1
1,1,1
3,1,3
4,2,1
5,1,1
3,2,2
5,1,1
8,6,2
1,1,1
1,1,1
0,2,1
6,2,2
0,2,1
1,1,1
0,2,1
0,2,1
0,2,1
0,2,1
0,2,1
0,1,1
0,2,1
3,32,1
6,57,2
9,2,2
0,3,1
10,32,4
6,5,2
2,1,1
1,1,1
0,1,1
1,1,1
4,1,1
2,1,1
2,1,1
2,1,1
3,5,2
1,1,1
3,1,1
3,1,3
1,1,1
0,3,1
1,1,1
1,1,1
1,1,1
0,1,1
1,1,1
0,1,1
1,1,1
1,1,1
1,1,1
0,1,1
2,1,1
0,1,1
6,3,1
7,7,2
1,1,1
8,3,3
2,1,1
2,1,1
1,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
1,3,2
0,1,1
0,1,1
0,1,1
0,1,1
5,9,4
6,10,2
13,2,7
5,8,2
3,1,1
0,1,1
2,2,1
1,1,1
0,1,1
1,1,1
1,1,1
0,1,1
1,1,1
2,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
2,1,1
0,1,1
3,1,1
0,1,1
2,2,1
0,1,1
15,18,2
1,1,1
1,1,1
1,2,1
2,1,1
1,1,1
3,1,1
4,11,2
3,1,1
3,1,1
0,1,1
0,1,1
3,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
1,1,1
1,3,1
6,2,3
1,1,1
0,1,1
15,4,2
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
2,1,1
3,4,1
7,17,2
6,3,2
0,1,1
3,5,2
4,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
8,7,2
2,1,1
0,1,1
0,1,1
0,1,1
1,1,1
2,1,1
1,1,1
2,2,1
2,1,1
0,1,1
4,6,1
4,1,1
5,7,1
35,75,11
1,2,2
5,7,2
