cbo,wmc,dit
2,1,1
2,1,1
0,1,1
1,1,1
1,1,1
1,1,1
0,1,1
0,1,1
2,1,1
0,1,1
8,2,3
1,1,1
3,1,1
0,1,1
0,1,1
3,1,1
3,1,1
4,5,1
7,2,3
0,2,1
3,1,1
12,8,6
0,1,1
0,1,1
3,1,1
0,1,1
0,1,1
6,12,2
0,1,1
3,1,1
0,1,1
2,1,1
2,1,1
0,1,1
9,16,3
0,1,1
0,1,1
2,1,1
3,3,2
1,1,1
12,53,2
9,2,4
10,26,2
1,1,1
3,2,1
0,1,1
2,1,1
3,27,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
1,1,1
1,3,1
9,9,2
2,1,1
3,3,1
4,2,2
13,46,4
5,10,1
3,1,1
2,1,1
13,16,3
3,1,1
2,1,1
3,21,2
26,95,2
2,1,1
0,1,1
2,1,1
0,1,1
2,1,1
0,1,1
2,1,1
0,1,1
3,1,1
2,1,1
0,1,1
1,1,1
1,1,1
1,4,1
2,1,1
0,3,1
0,1,1
3,3,2
1,1,1
1,1,1
1,1,1
1,1,1
0,1,1
0,1,1
1,1,1
1,1,1
3,1,1
0,2,1
1,1,1
1,1,1
1,1,1
0,1,1
2,1,1
0,1,1
1,1,1
0,1,1
2,2,1
1,1,1
0,1,1
3,1,1
0,2,1
1,1,1
3,1,3
1,1,1
8,4,2
1,1,1
0,1,1
1,4,1
0,1,1
6,8,1
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
0,1,1
1,1,1
0,1,1
1,1,1
1,4,1
1,1,1
0,1,1
1,1,1
6,13,1
5,3,1
5,11,1
2,2,1
0,1,1
0,1,1
0,1,1
2,4,1
0,1,1
2,14,3
2,3,1
1,3,1
0,1,1
1,1,1
0,1,1
1,4,1
3,11,2
2,1,1
1,1,1
1,1,1
1,1,1
0,1,1
1,1,1
1,3,1
1,2,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
3,2,3
1,1,1
1,1,1
1,1,1
2,1,1
1,1,1
0,1,1
1,1,1
6,8,2
6,12,2
10,3,7
1,1,1
2,1,1
1,1,1
0,2,1
1,1,1
2,2,1
1,1,1
0,1,1
3,21,1
1,1,1
0,1,1
0,1,1
2,2,1
0,1,1
1,1,1
0,1,1
0,1,1
2,2,2
0,5,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,3,1
2,1,1
0,1,1
1,1,1
1,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,5,1
1,1,1
3,26,1
0,1,1
2,3,1
2,1,1
0,1,1
0,1,1
0,1,1
7,2,2
0,1,1
5,1,1
0,1,1
4,1,3
5,2,2
2,1,1
1,1,1
5,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
1,0,2
0,1,1
1,1,1
3,1,1
1,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
2,4,2
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,3,1
0,1,1
1,3,1
0,1,1
0,1,1
1,5,1
7,10,1
4,7,2
5,1,1
4,6,2
0,1,1
0,1,1
2,1,1
1,1,1
3,1,1
2,2,1
1,1,1
1,1,1
2,3,2
2,2,1
0,1,1
0,1,1
0,5,1
1,1,1
0,1,1
0,1,1
0,1,1
1,3,1
8,9,3
1,1,1
1,3,1
6,7,2
0,1,1
12,8,3
4,6,2
4,3,3
0,1,1
0,1,1
8,2,4
0,1,1
1,3,1
0,1,1
0,1,1
0,1,1
1,2,1
0,1,1
3,1,1
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,3,1
1,3,1
4,4,2
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,5,1
16,13,2
5,6,2
1,1,1
0,1,1
0,1,1
0,1,1
2,5,1
0,1,1
2,1,1
0,1,1
12,46,4
6,2,2
4,4,1
3,4,2
1,1,1
3,29,1
3,9,1
0,2,1
6,3,1
2,1,1
2,1,1
2,8,1
1,4,1
13,95,3
0,3,1
8,6,2
16,6,13
12,28,2
9,42,3
3,4,3
5,6,2
0,0,1
8,13,2
10,3,2
0,9,1
1,1,1
2,1,1
1,1,1
2,1,1
4,24,3
1,1,1
2,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
4,10,2
1,1,1
1,1,1
2,5,2
1,1,1
2,1,1
31,92,1
1,1,1
3,4,2
2,1,1
1,1,1
2,1,1
7,3,2
2,1,1
1,1,1
1,1,1
2,2,2
1,1,1
9,8,2
4,14,2
0,1,1
0,1,1
1,4,1
7,36,2
0,2,1
2,1,1
0,1,1
9,3,3
5,6,1
0,2,1
9,12,2
1,2,1
0,1,1
0,1,1
9,15,1
10,12,2
0,2,1
1,2,1
2,1,1
0,2,1
1,2,1
2,1,1
0,1,1
4,6,2
18,9,1
11,41,2
3,4,1
1,1,1
1,1,1
1,1,1
1,1,1
0,4,1
1,1,1
14,13,2
0,1,1
1,1,1
2,1,1
0,1,1
2,1,1
1,1,1
3,2,3
0,1,1
2,1,1
0,1,1
7,13,2
4,1,2
1,1,1
1,1,1
11,8,3
0,1,1
0,1,1
1,1,1
10,26,2
0,1,1
0,1,1
4,7,2
0,1,1
0,1,1
0,1,1
0,1,1
12,4,7
14,4,1
1,6,2
0,1,1
16,74,2
9,2,4
5,5,1
8,4,2
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,2,1
3,3,1
7,20,3
5,1,2
0,1,1
4,2,2
0,2,1
4,5,2
0,1,1
2,4,1
1,3,1
2,4,1
1,2,1
1,1,1
14,4,1
4,13,3
1,2,1
1,3,1
7,7,2
3,1,1
3,1,1
0,1,1
0,1,1
3,1,1
0,4,1
0,2,1
6,7,5
0,1,1
0,2,1
3,2,3
0,6,1
0,4,1
7,12,2
0,4,1
0,1,1
4,1,2
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
4,5,1
4,5,1
2,1,1
2,1,1
2,1,1
2,1,1
8,2,2
0,2,1
0,2,1
0,2,1
0,2,1
0,2,1
6,12,3
0,2,1
4,2,2
0,2,1
8,6,2
1,1,1
0,1,1
2,1,1
1,1,1
0,1,1
4,1,1
1,2,1
3,1,1
2,1,1
1,1,1
4,7,2
2,1,1
1,1,1
2,2,1
1,2,1
0,2,1
2,1,1
1,1,1
2,2,1
1,2,1
2,1,1
4,9,2
1,1,1
0,2,1
8,3,2
13,28,2
0,1,1
0,4,1
10,6,2
0,1,1
0,1,1
6,7,2
0,3,1
0,6,1
5,20,2
6,25,3
7,2,4
5,3,2
6,7,2
8,28,2
1,1,1
8,12,2
3,1,3
1,3,1
3,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,3,1
0,1,1
0,4,1
0,1,1
1,1,1
1,1,1
1,1,1
0,2,1
1,1,1
0,1,1
1,1,1
0,1,1
1,1,1
8,12,1
3,5,1
0,1,1
2,1,1
3,5,2
7,2,3
2,1,1
16,8,1
0,5,1
3,1,2
2,1,1
8,5,2
1,1,1
0,3,1
3,1,1
3,1,1
10,25,2
10,2,2
0,3,1
7,28,2
0,1,1
0,1,1
0,1,1
0,2,1
0,1,1
1,0,2
0,1,1
2,1,1
0,2,1
1,1,1
2,1,1
2,1,1
2,1,1
0,2,1
3,1,3
1,2,1
3,1,1
1,2,1
0,2,1
1,2,1
5,28,2
1,1,1
14,4,2
2,2,1
1,1,1
0,1,1
5,2,2
2,5,2
10,6,2
0,1,1
0,1,1
9,13,1
1,2,1
0,1,1
0,1,1
0,1,1
1,2,1
0,1,1
0,1,1
5,8,2
0,1,1
0,2,1
0,1,1
0,1,1
7,3,3
6,24,2
0,2,1
4,6,2
0,1,1
0,1,1
3,3,2
0,1,1
0,4,1
0,1,1
3,1,1
0,1,1
2,1,1
4,1,1
0,1,1
8,3,4
0,1,1
0,1,1
8,2,1
14,21,2
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
6,2,2
6,17,2
0,1,1
11,10,4
12,29,4
10,3,2
8,5,2
0,4,1
7,3,4
0,1,1
3,8,1
1,1,1
19,35,2
1,1,1
2,1,1
0,2,1
11,1,2
0,3,1
0,1,1
0,2,1
13,14,3
2,1,1
2,2,2
7,10,1
0,2,1
0,2,1
1,2,1
8,36,2
1,1,1
11,28,1
1,1,1
3,2,5
1,1,1
1,1,1
11,56,3
1,1,1
1,1,1
2,1,1
1,2,1
2,1,1
6,7,1
2,1,1
4,4,1
237,607,1
0,6,1
3,8,1
1,1,1
2,1,2
3,1,1
2,1,1
5,9,2
4,2,2
7,9,2
1,1,1
1,1,1
7,2,4
8,3,2
9,13,2
1,2,1
11,37,3
13,62,4
4,6,2
1,1,1
0,1,1
2,1,1
2,1,1
0,1,1
1,2,1
0,1,1
4,3,2
0,1,1
0,1,1
1,2,1
0,1,1
1,1,1
0,1,1
0,2,1
0,1,1
1,2,1
0,1,1
2,4,1
21,69,2
0,1,1
1,1,1
4,7,2
6,12,1
0,1,1
2,4,1
3,9,1
0,1,1
1,2,1
0,5,1
0,2,1
1,2,1
5,9,1
0,1,1
0,1,1
0,2,1
1,1,1
1,1,1
2,1,1
2,1,1
2,1,1
12,8,3
0,3,1
5,10,2
2,1,1
2,1,1
1,1,1
3,1,1
3,5,2
2,1,1
1,1,1
0,1,1
4,1,1
0,1,1
8,27,2
3,1,1
3,1,1
4,1,1
11,23,2
2,1,1
3,1,1
3,1,3
8,3,2
2,1,1
7,3,7
10,3,3
5,6,2
30,104,3
13,30,5
6,13,2
6,2,5
10,9,2
3,1,1
1,1,1
0,1,1
0,3,1
0,1,1
0,1,1
11,13,2
1,4,1
2,1,1
3,1,1
7,2,4
3,1,3
4,5,2
5,6,2
0,1,1
1,1,1
0,1,1
8,2,4
3,4,2
14,25,2
8,4,4
1,0,1
13,14,2
3,17,2
12,23,2
1,2,1
1,1,1
3,3,1
1,2,1
1,1,1
3,1,1
1,1,1
7,2,2
1,1,1
0,1,1
0,5,1
1,1,1
1,1,1
1,1,1
2,1,1
7,11,3
4,2,3
1,1,1
3,2,2
4,4,1
1,1,1
9,2,5
2,1,1
1,1,1
2,4,1
4,2,2
2,4,1
1,1,1
5,4,2
1,1,1
1,1,1
0,2,1
0,2,1
1,2,1
4,13,1
1,1,1
1,3,1
8,11,2
10,3,2
2,3,1
0,1,1
0,2,1
0,1,1
3,13,4
4,1,3
2,1,1
4,1,2
1,2,1
0,1,1
0,1,1
2,1,1
8,7,2
8,14,2
4,2,2
3,5,1
2,3,1
28,72,2
1,0,3
9,3,5
8,14,1
9,10,2
13,30,4
11,36,2
1,1,1
2,1,1
1,1,1
4,2,2
3,3,2
0,1,1
1,1,1
7,5,1
1,1,1
1,2,1
5,3,2
6,44,2
4,7,2
0,3,1
7,2,5
4,4,2
3,1,1
1,1,1
0,0,1
2,1,1
2,1,1
0,2,1
0,2,1
0,2,1
0,2,1
0,1,1
0,1,1
0,0,1
0,1,1
0,0,1
0,1,1
1,4,1
0,0,1
0,1,1
0,0,1
0,1,1
0,0,1
15,13,3
4,2,1
1,3,1
9,2,4
14,28,2
0,1,1
0,2,1
0,1,1
2,1,1
0,2,1
0,1,1
2,1,1
0,1,1
2,1,1
3,1,1
6,9,2
2,1,1
0,1,1
0,1,1
11,25,1
0,3,1
0,1,1
9,26,4
2,1,1
1,1,1
0,3,1
2,1,1
0,0,1
2,1,1
2,1,1
2,1,1
0,1,1
2,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
1,1,1
0,1,1
1,3,1
1,1,1
2,1,1
1,4,1
2,1,1
0,2,1
1,1,1
14,6,1
0,1,1
0,1,1
0,1,1
0,2,1
0,1,1
0,1,1
0,3,1
0,1,1
0,1,1
2,1,1
0,1,1
0,5,1
1,4,1
0,3,1
4,13,2
0,1,1
2,1,1
0,1,1
0,1,1
4,1,3
0,1,1
0,2,1
0,1,1
0,1,1
1,3,1
1,3,1
0,1,1
0,3,1
0,1,1
0,1,1
4,14,1
0,1,1
3,1,1
8,14,3
3,1,1
0,1,1
0,1,1
0,1,1
1,4,1
0,1,1
0,1,1
1,1,1
4,8,4
0,1,1
0,1,1
0,1,1
0,4,1
0,1,1
0,1,1
0,1,1
2,1,1
2,5,1
1,1,1
1,1,1
1,3,3
1,1,1
1,1,1
1,1,1
1,1,1
0,1,1
2,1,1
5,15,1
9,20,3
1,4,1
0,1,1
0,1,1
0,1,1
0,1,1
0,3,1
4,8,2
3,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
6,2,2
6,2,2
0,1,1
2,2,1
1,1,1
3,1,1
1,1,1
2,1,1
1,1,1
3,1,1
4,4,1
0,4,1
1,1,1
1,1,1
1,1,1
1,1,1
0,1,1
3,4,1
1,1,1
1,1,1
1,1,1
0,1,1
2,1,1
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
3,4,1
8,2,4
4,4,1
1,3,1
1,2,1
1,3,1
1,2,1
9,11,2
1,2,1
2,4,1
2,2,1
0,1,1
1,1,1
0,1,1
4,3,2
0,1,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
0,1,1
0,1,1
2,1,1
1,1,1
0,1,1
0,3,1
0,1,1
0,1,1
5,13,1
7,2,4
1,1,1
6,2,2
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
3,1,3
0,1,1
6,7,2
0,1,1
1,1,1
1,1,1
0,1,1
4,7,1
5,3,3
8,3,1
11,3,4
0,1,1
2,1,1
2,1,1
3,4,2
2,1,1
2,1,1
2,1,1
0,2,1
16,62,4
1,2,1
10,40,5
1,1,1
9,2,3
0,1,1
0,1,1
0,1,1
19,33,2
1,1,1
0,1,1
21,80,3
0,1,1
0,1,1
1,9,1
2,1,1
2,1,1
2,1,1
2,1,1
0,1,1
8,2,2
2,1,1
4,10,1
0,1,1
6,2,1
0,1,1
0,3,1
0,2,1
1,1,1
0,1,1
13,64,6
1,1,1
2,1,1
2,1,1
5,7,1
1,3,2
5,2,1
1,1,1
3,6,4
1,5,1
4,2,1
6,2,4
3,1,1
3,1,1
0,1,1
0,1,1
2,1,1
6,6,1
0,2,1
0,2,1
1,1,1
0,1,1
0,1,1
2,6,2
1,1,1
4,12,1
6,8,2
6,2,2
0,0,1
0,0,1
2,3,2
0,2,1
1,0,5
0,2,1
1,0,4
1,1,1
1,0,3
1,1,1
4,1,1
1,1,1
1,1,1
1,1,1
0,3,1
2,1,1
2,1,1
0,1,1
0,1,1
2,1,1
0,1,1
7,3,5
0,1,1
0,1,1
0,1,1
3,2,1
0,1,1
0,1,1
0,1,1
7,2,2
1,0,3
1,2,1
0,1,1
0,1,1
2,1,1
1,1,1
2,1,1
0,1,1
1,1,1
12,15,2
1,1,1
5,7,2
1,1,1
6,2,3
21,59,2
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,4,1
6,7,4
10,4,2
3,1,1
1,1,1
2,1,1
2,1,1
0,1,1
3,1,1
0,1,1
5,4,2
3,4,2
9,5,2
8,3,2
4,2,2
4,8,1
4,6,1
1,8,1
1,8,1
1,8,1
1,8,1
0,2,1
0,3,1
0,1,1
2,8,1
6,34,4
2,1,1
2,8,1
2,1,1
2,1,1
3,1,1
8,5,2
1,1,1
1,8,1
2,1,1
0,1,1
5,11,2
3,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
16,53,3
2,1,1
2,1,1
5,4,2
0,1,1
2,1,1
0,1,1
7,2,3
1,1,1
1,2,1
0,1,1
1,2,1
1,6,1
1,1,1
1,1,1
14,35,3
1,1,1
1,1,1
0,1,1
1,1,1
0,1,1
0,6,1
0,3,1
1,6,1
1,1,1
1,6,1
0,1,1
0,6,1
9,25,3
1,1,1
0,6,1
3,1,1
10,3,2
0,1,1
0,1,1
0,1,1
0,1,1
4,3,3
0,1,1
4,1,2
0,1,1
0,1,1
15,45,3
0,1,1
0,1,1
0,1,1
1,2,1
1,2,1
0,1,1
3,4,1
15,10,2
3,5,1
0,2,1
3,6,1
2,1,1
0,1,1
3,1,1
1,1,1
17,19,2
2,1,1
2,1,1
12,17,2
2,1,1
3,6,1
2,1,1
2,1,1
5,4,2
2,1,1
2,4,2
0,1,1
0,1,1
0,1,1
12,38,3
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
6,5,4
2,1,1
2,1,1
3,1,1
4,1,1
1,1,1
1,1,1
9,5,1
3,2,1
7,2,2
2,3,1
0,1,1
1,1,1
0,1,1
0,1,1
10,23,3
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
1,1,1
0,1,1
5,1,2
0,1,1
0,1,1
2,1,1
0,1,1
2,1,1
0,1,1
2,1,1
2,1,1
4,2,3
2,1,1
0,2,1
1,3,1
1,1,1
2,1,1
2,1,1
10,3,5
2,1,1
2,1,1
0,1,1
0,1,1
0,1,1
6,9,1
0,1,1
0,1,1
0,3,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,3,1
1,1,1
0,1,1
0,2,1
0,1,1
2,1,1
2,1,1
5,18,2
0,1,1
2,1,1
3,1,1
0,2,1
0,1,1
0,1,1
2,1,1
0,1,1
2,3,1
3,9,1
0,1,1
2,1,1
4,1,1
1,1,1
3,1,1
3,1,1
3,1,1
2,3,1
0,4,1
1,1,1
2,1,1
0,1,1
2,1,1
1,1,1
1,1,1
7,9,2
1,1,1
3,2,1
0,3,1
0,1,1
6,9,2
0,4,1
0,4,1
0,4,1
0,4,1
0,4,1
3,2,3
0,2,1
3,1,2
1,1,1
1,1,1
1,1,1
2,1,1
1,1,1
0,1,1
1,1,1
1,1,1
0,4,1
0,1,1
0,1,1
0,1,1
0,1,1
0,3,1
0,1,1
3,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
9,3,2
7,6,2
0,1,1
0,1,1
2,1,1
1,1,1
0,1,1
2,3,2
1,3,1
1,2,1
0,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,2,1
2,1,1
2,1,1
2,1,1
3,1,1
2,1,1
0,2,1
0,2,1
1,1,1
15,4,1
9,3,8
0,1,1
6,2,3
31,114,4
0,1,5
3,1,3
1,3,1
6,4,2
1,2,1
16,2,5
1,2,1
1,1,1
4,9,2
0,2,1
1,2,1
1,2,1
1,1,1
0,2,1
1,1,1
7,2,3
7,15,4
2,1,1
2,1,1
0,1,1
1,1,1
2,1,1
1,1,1
2,1,1
1,1,1
1,1,1
12,4,2
1,1,1
3,1,1
5,7,2
1,1,1
1,1,1
0,2,1
1,1,1
10,14,1
0,1,1
2,3,1
2,4,1
1,1,1
0,1,1
3,2,3
7,2,5
0,3,1
22,30,2
1,3,2
1,1,1
8,2,5
0,1,1
0,8,1
2,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
2,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
1,1,1
5,3,4
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
3,1,3
1,1,1
2,1,1
15,11,2
8,7,1
18,44,2
1,1,1
2,1,1
2,1,1
7,13,2
1,1,1
2,1,1
1,1,1
2,1,1
2,1,1
3,1,1
1,1,1
0,2,1
2,3,1
0,2,1
0,1,1
0,1,1
0,1,1
0,1,1
4,3,2
0,2,1
0,3,1
7,11,2
3,1,1
1,1,1
0,1,1
4,12,2
1,1,1
1,1,1
0,3,1
1,2,1
0,1,1
0,3,1
0,1,1
1,1,1
0,1,1
5,5,1
0,1,1
5,5,1
0,2,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,3,1
0,1,1
0,1,1
2,1,1
3,1,1
4,4,1
2,1,1
3,1,1
1,1,1
2,1,1
3,1,1
7,2,3
5,1,3
0,4,1
9,19,3
2,4,1
2,1,1
5,4,1
5,6,1
0,1,1
11,36,3
3,1,3
6,7,2
1,2,1
1,2,1
0,2,1
0,3,1
0,2,1
1,1,1
0,2,1
2,1,1
0,2,1
3,7,2
0,2,1
14,38,2
2,1,1
0,2,1
5,14,1
1,1,1
3,1,1
1,1,1
4,5,2
1,3,1
1,1,1
0,2,1
0,2,1
0,2,1
0,3,1
0,2,1
1,0,3
0,1,1
8,14,3
3,5,2
0,1,1
0,1,1
1,1,1
0,2,1
0,2,1
1,1,1
1,1,1
2,1,1
7,16,1
0,2,1
3,1,3
0,2,1
7,2,2
7,5,2
3,1,1
3,1,3
0,5,1
7,5,2
0,1,1
0,1,1
0,1,1
0,2,1
0,1,1
5,2,2
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
6,2,4
14,38,4
3,1,1
1,3,1
0,2,1
0,0,1
1,1,1
1,1,1
1,1,1
0,1,1
0,1,1
3,1,1
0,1,1
1,1,1
0,1,1
11,14,1
1,2,1
1,1,1
0,1,1
1,1,1
1,1,1
1,4,1
1,1,1
0,1,1
10,6,2
15,44,2
0,14,1
1,2,1
0,1,1
0,1,1
6,2,2
14,33,2
14,4,1
13,29,6
1,3,1
15,38,2
8,25,4
7,2,3
4,12,2
5,25,2
8,2,4
1,1,1
11,15,2
4,0,1
0,1,1
0,1,1
1,2,1
0,2,1
12,23,2
1,2,1
7,12,2
3,1,1
0,2,1
0,1,1
8,19,4
0,1,1
8,22,2
0,1,1
0,1,1
1,1,1
1,1,1
1,1,1
1,1,1
23,43,5
1,1,1
8,2,4
1,1,1
3,2,1
1,1,1
0,2,1
1,1,1
0,1,1
1,1,1
17,24,2
1,1,1
1,1,1
2,1,1
1,1,1
12,4,7
2,4,1
10,2,3
0,1,1
15,34,2
3,2,1
3,2,2
4,2,3
7,2,3
0,1,1
2,4,1
0,1,1
1,1,1
0,1,1
0,1,1
2,1,1
0,1,1
4,1,1
7,2,3
1,1,1
1,1,1
0,1,1
1,1,1
0,1,5
9,3,2
6,6,2
7,12,2
1,1,1
1,1,1
0,1,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,2,1
0,1,1
0,1,1
1,1,1
0,2,1
7,2,3
0,2,1
0,1,1
0,1,1
0,2,1
7,2,4
9,4,2
1,1,1
0,1,1
0,1,1
3,2,3
0,1,1
0,2,1
0,1,1
1,1,1
0,1,1
1,1,1
3,1,1
12,3,5
2,1,1
3,1,1
5,2,2
0,2,1
0,1,1
2,1,1
0,1,1
1,1,1
1,1,1
3,1,1
0,1,1
1,1,1
3,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
1,1,1
1,2,1
1,1,1
1,1,1
1,1,1
9,7,2
2,1,1
4,1,1
0,1,1
1,1,1
0,1,1
1,1,1
1,1,1
133,199,1
0,1,1
0,1,1
0,1,1
0,1,1
1,4,1
7,7,1
0,1,1
0,2,1
0,1,1
0,1,1
1,1,1
0,1,1
0,2,1
2,1,1
10,35,3
2,1,1
4,10,3
0,1,1
8,6,2
2,1,1
0,1,1
8,2,3
0,1,1
0,1,1
0,1,1
3,8,1
4,8,1
0,1,1
0,1,1
1,1,1
2,1,1
2,3,2
1,1,1
1,1,1
0,2,1
0,2,1
0,1,1
3,1,3
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
2,3,1
2,1,1
1,1,1
3,2,2
5,6,1
13,67,1
1,1,1
2,1,1
1,1,1
2,1,1
5,2,3
1,1,1
1,1,1
9,28,2
1,1,1
16,22,2
8,6,2
4,1,1
1,2,1
2,5,1
7,2,4
1,2,1
6,7,2
1,3,1
5,6,1
4,7,3
7,2,2
0,1,1
0,1,1
0,2,1
17,32,2
9,18,2
8,38,2
0,2,1
1,1,1
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
18,130,3
1,1,1
1,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
20,193,2
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
0,1,1
0,2,1
0,1,1
0,2,1
16,29,2
0,1,1
0,1,1
1,1,1
0,1,1
0,2,1
4,3,2
0,1,1
1,2,1
1,1,1
1,1,1
0,2,1
2,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,4,1
2,1,1
0,1,1
0,1,1
12,39,4
0,1,1
0,1,1
0,1,1
3,1,3
3,1,1
8,35,3
1,2,1
1,1,1
10,19,2
1,1,1
1,2,1
0,2,1
0,1,1
13,33,4
1,1,1
0,2,1
1,1,1
0,2,1
10,3,2
0,1,1
2,1,1
1,2,1
15,5,6
2,1,1
3,1,1
3,1,1
2,1,1
8,20,1
2,1,1
0,1,1
7,38,1
0,1,1
0,1,1
0,1,1
11,39,4
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
3,1,1
2,1,1
3,1,1
3,1,1
1,1,1
1,1,1
2,4,1
3,1,1
0,2,1
7,6,1
1,1,1
20,126,2
3,1,1
2,11,1
2,1,1
8,2,2
0,2,1
0,1,1
1,0,3
8,2,3
4,5,1
2,4,2
3,1,1
3,5,1
1,2,1
0,2,1
0,1,1
4,1,1
1,1,1
9,3,4
5,1,1
10,9,5
3,1,2
0,2,1
8,2,4
6,5,2
4,4,1
2,1,1
0,1,1
2,1,1
0,1,1
1,1,1
0,1,1
1,1,1
7,20,2
0,4,1
0,2,1
9,2,3
0,2,1
0,1,1
0,1,1
0,1,1
4,6,2
9,13,3
2,1,1
0,1,1
5,7,2
2,1,1
1,1,1
1,4,1
0,1,1
0,5,1
0,1,1
1,1,1
1,1,1
2,2,1
2,1,1
0,0,1
1,1,1
1,1,1
8,2,2
4,5,2
4,5,2
3,3,1
6,14,1
1,4,1
0,1,1
0,1,1
0,2,1
0,1,1
1,2,1
0,1,1
2,2,2
1,1,1
2,1,1
3,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
3,1,1
1,1,1
0,1,1
2,1,1
3,1,1
2,1,1
1,1,1
1,1,1
2,2,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,3,1
0,1,1
0,1,1
1,1,1
2,1,1
8,4,2
2,1,1
1,1,1
2,1,1
1,1,1
1,1,1
0,3,1
0,1,1
0,2,1
0,5,1
0,1,1
3,1,1
1,1,1
11,24,4
1,2,1
0,1,1
1,1,1
1,1,1
1,2,1
0,1,1
1,3,1
3,1,1
0,1,1
1,1,1
2,4,1
1,3,1
2,1,1
2,4,1
2,1,1
3,1,1
3,1,1
6,1,1
9,17,2
0,4,1
7,2,5
3,1,1
0,1,1
1,4,1
1,1,1
0,1,1
0,1,1
0,1,1
2,1,1
2,1,1
0,1,1
3,6,1
4,2,1
7,5,1
0,3,1
0,2,1
0,2,1
5,1,1
1,2,1
0,1,1
0,1,1
0,1,1
3,1,1
0,1,1
3,1,1
0,1,1
1,1,1
0,1,1
1,1,1
1,1,1
1,1,1
1,5,2
2,1,1
2,1,1
1,1,1
0,1,1
1,1,1
2,1,1
8,13,2
2,1,1
0,1,1
1,1,1
2,1,1
0,1,1
0,1,1
0,1,1
2,1,1
0,1,1
2,1,1
2,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,2,1
0,1,1
9,25,2
2,1,1
14,4,1
0,2,1
2,1,1
1,1,1
3,1,1
3,4,1
3,2,1
2,6,3
1,1,1
10,28,2
0,2,1
1,1,1
2,1,1
1,1,1
0,8,1
0,1,1
10,2,6
1,1,1
4,6,2
5,37,1
0,0,1
1,6,1
0,0,1
6,6,2
6,3,3
3,1,1
2,1,1
